PrimaryDI|sizeType|size (Unit)|size (Value)|sizeText
3946e349-79d3-4a6f-abb8-50458c3a6f46|Device Size Text, specify|""|""|410 cc
8068dbab-5479-48c1-8c81-a261d77e98f5|Device Size Text, specify|""|""|290 cc
88bf89e5-abf6-4886-8207-e95c048ee291|Device Size Text, specify|""|""|230 cc
8ff6c367-50da-4f05-be11-1cb81a54631d|Device Size Text, specify|""|""|170 cc
2ff5e6e5-2da6-4b61-9308-c7c7e866eef4|Device Size Text, specify|""|""|110 cc
0c01dbf9-4e3a-49c8-afa4-8a152f081640|Device Size Text, specify|""|""|650 cc
f5fc5129-911f-404a-913e-a76905162c49|Device Size Text, specify|""|""|495 cc
34c69b4a-aa4c-4e7d-a727-884d93f48122|Device Size Text, specify|""|""|310 cc
1e3a52dc-6d62-4bf1-8de1-44969d417130|Device Size Text, specify|""|""|225 cc
3b6ca3f4-8dec-4bd3-b440-78289c16b773|Device Size Text, specify|""|""|560 cc
2b782b5a-9f85-4a3d-851a-ce8da8067c35|Device Size Text, specify|""|""|385 cc
57cfcba1-5e53-4140-92c5-349766a4f9d3|Device Size Text, specify|""|""|365 cc
59aafc65-8641-4b9c-bd09-67cb5b691414|Device Size Text, specify|""|""|295 cc
f372db49-e718-4d29-8488-e8b43a461231|Device Size Text, specify|""|""|265 cc
4427b5a8-7e9b-4849-85bf-7e5bbb301bf8|Device Size Text, specify|""|""|240 cc
bbac0f44-5b0f-4236-902e-e4562945a62d|Device Size Text, specify|""|""|755 cc
3a4c069d-57b2-49ae-9ff1-d091c56ed715|Device Size Text, specify|""|""|560 cc
2480aaff-9cbe-4e72-b0b0-aa9d0393ec4b|Device Size Text, specify|""|""|485 cc
d74fac01-687c-4a4d-b4fd-7ef28c2c4a54|Device Size Text, specify|""|""|375 cc
2835b98b-884e-4fb1-927d-b8ddbc4fd1d3|Device Size Text, specify|""|""|360 cc
10454000-b541-4f54-bdb1-fb5fee288efc|Device Size Text, specify|""|""|275 cc
b2b37ae3-7f9f-4e32-8765-568fdbdf8b14|Device Size Text, specify|""|""|255 cc
e4793b6c-3669-47f7-b620-064a8aefa232|Device Size Text, specify|""|""|210 cc
06c26a08-d5c4-4dc8-80de-a09c3727dec0|Device Size Text, specify|""|""|490 cc
da89ef9e-3136-46b0-9118-b5c9373ce44d|Device Size Text, specify|""|""|440 cc
eae6f54b-4022-4d37-89bb-64606a69ff39|Device Size Text, specify|""|""|360 cc
98044857-5e52-4028-a507-bdc1afc459e6|Device Size Text, specify|""|""|190 cc
4db1e57e-e72f-4e5a-bfdb-b96969e9856b|Device Size Text, specify|""|""|165 cc
c8cc81e2-e41c-4b83-933b-9adc99cefc20|Device Size Text, specify|""|""|145 cc
2648873c-9e10-4fcc-a181-90157ea8b608|Device Size Text, specify|""|""|380 cc
7dc3d8e2-adde-484c-8d95-bbb451f1edcc|Device Size Text, specify|""|""|200 cc
5f852f2d-4706-44c5-8fd7-540af4332ac8|Device Size Text, specify|""|""|140 cc
771ea1d9-15ea-49dd-af9e-d575e2fb449e|Device Size Text, specify|""|""|125 cc
71d58b53-d9b7-420d-9710-167ee5d74e0e|Device Size Text, specify|""|""|750 cc
af90552d-7a15-48bd-af3d-f122e08385b9|Device Size Text, specify|""|""|650 cc
cfd46dff-88bb-4c0c-ac4b-472649c06202|Device Size Text, specify|""|""|615 cc
f5504e39-d328-4c32-9022-19d46695325b|Device Size Text, specify|""|""|695 cc
d140b053-57aa-43dc-b142-5ed9179f6011|Device Size Text, specify|""|""|385 cc
5e588291-fbd5-4adc-8884-f8f553b627a6|Device Size Text, specify|""|""|345 cc
14432dc2-dc23-4c43-bc4e-587e3e7bdec8|Device Size Text, specify|""|""|325 cc
737a1d8e-1b91-487f-890f-131367754526|Device Size Text, specify|""|""|265 cc
c2ae6bfa-5029-4a40-a338-59a5748830e8|Device Size Text, specify|""|""|560 cc
962fae75-b71c-4cf7-b213-2332e9478109|Device Size Text, specify|""|""|275 cc
afd0c530-f837-4098-9700-77d96b4b061f|Device Size Text, specify|""|""|140 cc
6f5f11c5-cb6a-426f-b32a-2cf3bdab072a|Device Size Text, specify|""|""|640 cc
dc7acd9b-249a-456e-b14c-6e77a04f51c7|Device Size Text, specify|""|""|590 cc
838a0f03-f67d-4034-94ed-2ab7e76285e5|Device Size Text, specify|""|""|250 cc
7bc8ed1f-c0db-442e-996c-cde543e9aef4|Device Size Text, specify|""|""|220 cc
5aaf2605-bae1-4062-8a66-d5f32dd36d60|Device Size Text, specify|""|""|165 cc
215f32e2-3684-4bf1-aec8-56d1124b0e20|Device Size Text, specify|""|""|145 cc
10f51203-f10b-4e28-90d5-f5ea464e2e1e|Device Size Text, specify|""|""|410 cc
ae2f1080-4fb9-423b-961a-a429d042ca34|Device Size Text, specify|""|""|350 cc
64a37394-c970-4510-8325-05b1f9e2e766|Device Size Text, specify|""|""|200 cc
5a13bdbe-5cc5-4fca-93d5-de323eb4d903|Device Size Text, specify|""|""|700 cc
e4acfa8b-b7c8-41d7-a37f-d023cca455fc|Device Size Text, specify|""|""|615 cc
0beab8bf-3536-4a2a-b997-a495894cdc26|Device Size Text, specify|""|""|580 cc
7b68332d-46a2-4618-a5a0-097cec7f3417|Device Size Text, specify|""|""|495 cc
f4e3cfe9-2d5f-486d-bba7-55dd27b958b3|Device Size Text, specify|""|""|605 cc
55cad2cf-e4a0-45f6-8586-51a76152e70c|Device Size Text, specify|""|""|520 cc
5b7da9bd-12ad-4b52-8cc7-c44df088f38f|Device Size Text, specify|""|""|335 cc
f99b6f95-614b-4d1f-a710-aa891cff07a9|Device Size Text, specify|""|""|345 cc
abcd4a70-373d-4740-9d87-04aec703d0a2|Device Size Text, specify|""|""|360 cc
0c0b0a69-22cf-439d-83f7-d92dff833814|Device Size Text, specify|""|""|340 cc
4123e2b3-2747-4619-92fd-aef893c30f95|Device Size Text, specify|""|""|380 cc
f5977d41-33d1-4a7f-a103-2bf0ef1933fb|Device Size Text, specify|""|""|560 cc
174ce941-00d8-49c6-9213-94e4dc2bda1f|Device Size Text, specify|""|""|545 cc
0e82b29c-d0e0-48b5-a967-3c7293bb9e06|Device Size Text, specify|""|""|495 cc
fec45b75-c607-4d2d-ab7b-8ab534cfebce|Device Size Text, specify|""|""|340 cc
272190ac-87bd-4a29-b986-0889a339ec64|Device Size Text, specify|""|""|695 cc
760909b8-d4bc-4319-b46c-8ed4818c4338|Device Size Text, specify|""|""|650 cc
3cf8778a-441f-4739-baf5-4a45efb5c9ba|Device Size Text, specify|""|""|195 cc
eba0b0d7-02dc-48b4-a5d0-3a9b9c386a9a|Device Size Text, specify|""|""|235 cc
c15c707c-33ea-4974-b640-466e2eb37c7d|Device Size Text, specify|""|""|460 cc
13f39073-c902-4fb6-bd31-3551e2c01a4f|Device Size Text, specify|""|""|290 cc
b12d8fa4-0e5c-4b24-92a3-db48f8d45a24|Device Size Text, specify|""|""|490 cc
451f4c8c-c354-4653-be12-efd1d699da95|Device Size Text, specify|""|""|270 cc
7b10610c-a7aa-46c4-a44b-3ca7e16fc696|Device Size Text, specify|""|""|440 cc
e27eb42d-ee84-4c47-9e5d-d203f95acff9|Device Size Text, specify|""|""|310 cc
f72beca4-443c-4335-b3ff-2d6c1f054c73|Device Size Text, specify|""|""|475 cc
844b6b8c-6122-4627-b028-d9578c981cd7|Device Size Text, specify|""|""|335 cc
1cd40492-ddba-47fd-8d59-4a1556d2f77f|Device Size Text, specify|""|""|290 cc
44e0fe19-1a8b-40e3-8a92-865911b74358|Device Size Text, specify|""|""|600 cc
81e3684c-9317-40cf-b3bd-2bd5a34e3b61|Device Size Text, specify|""|""|260 cc
ada8677f-ccee-49c2-b121-dd23d845312e|Device Size Text, specify|""|""|627 cc
eaf57737-5090-4a3d-8dcf-2aaf91109750|Device Size Text, specify|""|""|586 cc
7057c92b-03c8-4635-8c32-1b75365520ce|Device Size Text, specify|""|""|401 cc
c6205d3f-82a9-4a3d-9fc3-457bad280807|Device Size Text, specify|""|""|354 cc
24ebdfac-a673-46a2-8d96-b919bb38f873|Device Size Text, specify|""|""|420 cc
36f93cee-f28c-45c1-ade4-e9c4d97eb179|Device Size Text, specify|""|""|270 cc
624ba12f-941e-4367-8b0f-b60e3ff41186|Device Size Text, specify|""|""|240 cc
b0ae0148-9c28-4fbe-8188-c5b62e1fa399|Device Size Text, specify|""|""|210 cc
d0ca3dfe-cdcd-41d2-96cb-f43f099e0a91|Device Size Text, specify|""|""|090 cc
39de2e55-cbee-46df-9abf-b7852689f8f1|Device Size Text, specify|""|""|280 cc
4347b5dd-5937-4aac-9029-118d39c53c6e|Device Size Text, specify|""|""|240 cc
ec6683fe-b0d3-4ea8-aaae-1afcbca73991|Device Size Text, specify|""|""|220 cc
59caa896-d669-45ac-91a4-d21bd4cc05e3|Device Size Text, specify|""|""|260 cc
a7a66de2-2219-4ca4-9f4a-1f8e8da6d094|Device Size Text, specify|""|""|575 cc
af49359e-9962-4f4d-8a4b-38c2ea2c403e|Device Size Text, specify|""|""|533 cc
85fc6877-0cf1-4b01-9946-265cd4e1c3c1|Device Size Text, specify|""|""|339 cc
8bc52e75-8ea1-400a-b633-6130ad3a287c|Device Size Text, specify|""|""|286 cc
2deb2eb5-42fc-4d28-96d9-eb36e712f100|Device Size Text, specify|""|""|213 cc
65757b70-5dee-4a7a-a969-fe3efa68a5f3|Device Size Text, specify|""|""|295 cc
a5836a87-ffea-4169-a1d6-be95987fa861|Device Size Text, specify|""|""|685 cc
d20176af-7ce3-4e67-a08f-5d6f6e627e91|Device Size Text, specify|""|""|600 cc
8e3845b8-0d41-4863-bdd2-5a88dce878a7|Device Size Text, specify|""|""|490 cc
abcb7f53-4679-47b5-a773-7a4a4dc76332|Device Size Text, specify|""|""|400 cc
cc99147b-a2fd-4ce4-b261-e1f89712cd0a|Device Size Text, specify|""|""|235 cc
da94e980-08d3-4710-8d51-87c8e53c241f|Device Size Text, specify|""|""|145 cc
7714a462-2358-44b2-9ef1-d417eefcf959|Device Size Text, specify|""|""|560 cc
53fdfe7d-c054-445e-a302-024ac8d94b04|Device Size Text, specify|""|""|140 cc
5ee2ffe8-15af-4f45-975e-c34c2696d662|Device Size Text, specify|""|""|745 cc
0a1268dd-7c96-406a-8227-bba94fc34b87|Device Size Text, specify|""|""|325 cc
3ee7ef14-d468-4009-8a84-64e440df5137|Device Size Text, specify|""|""|240 cc
097bc742-637f-40a5-aecc-0182f1e7331a|Device Size Text, specify|""|""|180 cc
0344343c-6e3b-46aa-989b-342e475e1dea|Device Size Text, specify|""|""|600 cc
515c599a-b4e2-4c3c-9805-084278a74f13|Device Size Text, specify|""|""|240 cc
14ae59a7-3eb4-4de0-8ec4-1498e7bf9a7f|Device Size Text, specify|""|""|350 cc
78c57bac-542c-490d-807d-b7b3760593e1|Device Size Text, specify|""|""|550 cc
5af641a1-476f-4985-b9d6-122437ee1640|Device Size Text, specify|""|""|370 cc
a0d08776-1128-408a-8317-7d12bf56e75c|Device Size Text, specify|""|""|450 cc
1aadea70-4df2-439b-92a3-ba9fb8300cbd|Device Size Text, specify|""|""|360 cc
b4ee069c-c1c3-4852-90f7-28bf870ba70b|Device Size Text, specify|""|""|280 cc
9bda09a1-9843-42a5-8ba3-94a860622c40|Device Size Text, specify|""|""|185 cc
4073f899-187e-45dc-8811-771eeaf1db14|Device Size Text, specify|""|""|220 cc
bf5420b2-a5b8-470d-aefc-06a2c0b0b375|Device Size Text, specify|""|""|335 cc
da9ea88d-d4f4-4e46-8d2c-484e4e2fe9dc|Device Size Text, specify|""|""|225 cc
cce3d57e-a680-45bb-8323-f10e6e1fae33|Device Size Text, specify|""|""|195 cc
842b93a1-faa4-49cf-9fbd-044e5776b7ec|Device Size Text, specify|""|""|140 cc
f9c0b07c-6aa1-4939-aab5-3c57c10dcd90|Device Size Text, specify|""|""|320 cc
2815fe98-422a-45f9-beb7-66a0b5e6e866|Device Size Text, specify|""|""|535 cc
d579f8cc-4303-4bf8-bb10-3c0819a548bb|Device Size Text, specify|""|""|200 cc
90e11a98-0cdb-4944-baea-295cf7c515ec|Device Size Text, specify|""|""|120 cc
5baa3526-d74d-43b2-baca-cbbfb5eb508c|Device Size Text, specify|""|""|180 cc
af78a1d3-0245-46d7-8838-2e5e7499234d|Device Size Text, specify|""|""|160 cc
c2aacf0b-0ba2-45aa-a8ce-49e43b362b25|Device Size Text, specify|""|""|140 cc
41f3a122-90ba-4b34-97ed-045203558da4|Device Size Text, specify|""|""|600 cc
5bc9f43d-fa99-401d-be55-528f1a2422ae|Device Size Text, specify|""|""|350 cc
cf6f935b-6812-4942-857b-58c1d7c0f20c|Device Size Text, specify|""|""|280 cc
8ebd0fe4-9419-4c35-a3ca-11956fe7a0fe|Device Size Text, specify|""|""|457 cc
66971504-1d14-4226-9fe6-de3d49c7bfdf|Device Size Text, specify|""|""|397 cc
075a8aa5-dda1-4423-8ef4-24d37ddb5b79|Device Size Text, specify|""|""|158 cc
9cf1d617-03bd-4cd3-a20e-5242ab50c402|Device Size Text, specify|""|""|550 cc
e410957d-6273-4838-9003-fdabc4b50116|Device Size Text, specify|""|""|270 cc
421147ad-9612-4103-8358-0b77e74f8dc9|Device Size Text, specify|""|""|240 cc
79c789c2-65f8-44db-bc1c-f730a641b778|Device Size Text, specify|""|""|Volume: 695 cc
0a2a0673-8a7d-43a1-acee-1d8ea48e0938|Device Size Text, specify|""|""|Volume: 305 cc
879275ef-66cb-4355-8331-27e6678b8565|Device Size Text, specify|""|""|Volume: 285 cc
4bc664de-9540-43fb-b446-1b658380bb5c|Device Size Text, specify|""|""|Volume: 235 cc
f17ebe4b-580a-4444-b915-3ac478a65757|Device Size Text, specify|""|""|Volume: 195 cc
de2ff265-83f0-44ab-a7b6-89dfd6830c62|Device Size Text, specify|""|""|Volume: 175 cc
e232844d-7877-49cf-b1ab-e1946225fb96|Device Size Text, specify|""|""|Volume: 155 cc
8ab51641-9e6e-4794-a2a0-3891d6e02a6d|Device Size Text, specify|""|""|Volume: 565 cc
407765c5-2584-4c54-aabf-60e235c3378c|Device Size Text, specify|""|""|Volume: 505 cc
d74bf9aa-7c62-42b1-8982-4cca5de47465|Device Size Text, specify|""|""|Volume: 350 cc
e7b48d58-1987-4265-ba7b-4cd72fc51157|Device Size Text, specify|""|""|Volume: 280 cc
9a569f4d-a0a9-4593-b3ed-ec47e83107aa|Device Size Text, specify|""|""|Volume: 590 cc
71d74750-805d-4948-aa47-aa13b97adf49|Device Size Text, specify|""|""|Volume: 505 cc
18819b61-07e2-4d73-afe8-4de89dcf6726|Device Size Text, specify|""|""|Volume: 415 cc
d9c7a657-db38-48cb-bbb5-801a57b270df|Device Size Text, specify|""|""|Volume: 485 cc
b67796d2-cbe5-44a4-96b4-1b9e7e20f979|Device Size Text, specify|""|""|Volume: 325 cc
1c8649e3-e5be-44d3-9224-cd39a853586c|Device Size Text, specify|""|""|Volume: 440 cc
fb3f5e07-fbc8-412c-a739-f001295d70c9|Device Size Text, specify|""|""|Volume: 415 cc
24bbf995-70aa-4b9d-a18f-f791ecd81689|Device Size Text, specify|""|""|Volume: 330 cc
b72a0a50-10c9-42d9-9244-6bae527289d0|Device Size Text, specify|""|""|Volume: 600 cc
6ceac6e9-eed6-4ac6-b27d-17cae9615c19|Device Size Text, specify|""|""|Volume: 390 cc
d6e1211d-0da9-418d-a249-0ccc7cd338f5|Device Size Text, specify|""|""|Volume: 215 cc
c76ac2c0-6cc7-4634-9f5f-76849e358487|Device Size Text, specify|""|""|Volume: 320 cc
56b613bd-1536-4634-94e7-8f67993a06a4|Device Size Text, specify|""|""|Volume: 275 cc
b507332f-5009-49b5-8150-afa7170db963|Device Size Text, specify|""|""|Volume: 245 cc
c6c8d03e-d847-4d5f-9a6a-d54b5d1d6457|Device Size Text, specify|""|""|Volume: 190 cc
610b9d35-1086-4ce0-a97e-e4a045094512|Device Size Text, specify|""|""|Volume: 160 cc
f2b53349-4d09-497e-8478-38e75419f3da|Device Size Text, specify|""|""|Volume: 320 cc
9185d84a-3449-421f-b6af-446ca74ddf2b|Device Size Text, specify|""|""|Volume: 235 cc
cad2ce2c-4ef6-4adb-91eb-e6ef7bbcd098|Device Size Text, specify|""|""|Volume: 650 cc
89573177-a2fe-48a5-9715-ede993d18666|Device Size Text, specify|""|""|Volume: 290 cc
2b04a167-4f2b-4dcd-9d21-237e04694ab1|Device Size Text, specify|""|""|Volume: 180 cc
a988b710-d070-4eb0-82f2-995f231336e3|Device Size Text, specify|""|""|Volume: 410 cc
c23ce6cb-8194-465b-b2d3-b748a659ffa2|Device Size Text, specify|""|""|Volume: 170 cc
4e8481de-a524-48a6-930a-6ca668e786d6|Device Size Text, specify|""|""|Volume: 355 cc
8afc693e-d360-46a5-a2b5-6c3104104128|Device Size Text, specify|""|""|Volume: 305 cc
2b3e4e3f-b4d7-4b54-84e1-2eab3bd71c94|Device Size Text, specify|""|""|Volume: 285 cc
f0d27c50-28fd-44aa-b81b-ed66ff64a670|Device Size Text, specify|""|""|Volume: 255 cc
eb50d1f8-2bbe-4a9f-9a92-4944b51653d6|Device Size Text, specify|""|""|Volume: 235 cc
15c727ad-6300-4556-a7bb-b45152a59094|Device Size Text, specify|""|""|Volume: 505 cc
a8da17b8-1aa2-4b20-a7ae-e7e5d03710fe|Device Size Text, specify|""|""|Volume: 415 cc
1ed29cd2-3088-4d01-a938-9e49e413938e|Device Size Text, specify|""|""|Volume: 330 cc
d911a729-83e8-4017-bd52-59b65aa04e91|Device Size Text, specify|""|""|Volume: 205 cc
6e856e7c-119b-4bb3-9e1c-f6c0fb3a2f06|Device Size Text, specify|""|""|Volume: 700 cc
4f6ad36e-71c2-4c28-aec7-57f90a033e6e|Device Size Text, specify|""|""|Volume: 550 cc
2fe4f85e-ada1-4052-a1a4-91b4e07339b3|Device Size Text, specify|""|""|Volume: 450 cc
bc459ba7-d656-4772-a93f-5dfddb632771|Device Size Text, specify|""|""|Volume: 235 cc
e0dbb75c-b491-4258-a96b-f2acd2289bbc|Device Size Text, specify|""|""|Volume: 195 cc
ca9d54ab-d309-4bab-9052-f80ef501ca54|Device Size Text, specify|""|""|Volume: 565 cc
0062acdc-0a85-4f13-9f16-d31a36c0727d|Device Size Text, specify|""|""|Volume: 505 cc
4e012925-43f7-4bca-93b4-21c5adf598db|Device Size Text, specify|""|""|Volume: 280 cc
ad8f057a-e878-4b7f-9f31-3f210c8b301c|Device Size Text, specify|""|""|Volume: 240 cc
f06d9042-f7f6-45a9-bbad-57e59d6f4029|Device Size Text, specify|""|""|Volume: 370 cc
4a5ba473-9aca-495b-9793-f8d7738cc634|Device Size Text, specify|""|""|Volume: 595 cc
e082ec4b-c33e-41cd-b190-0f7b1ef496e2|Device Size Text, specify|""|""|Volume: 435 cc
8e9c911a-8b35-4b4f-967b-f00ace2ec824|Device Size Text, specify|""|""|Volume: 405 cc
1ed87527-2cae-4ee5-ae7c-3f2dee3e838f|Device Size Text, specify|""|""|Volume: 205 cc
a462c95e-4386-42ac-83c6-2adc2b1b92e8|Device Size Text, specify|""|""|Volume: 270 cc
a4f43f73-2bdb-454a-8fdc-e90176dd94d7|Device Size Text, specify|""|""|Volume: 210 cc
2199b477-c724-40c5-86d6-fb7d3f1a79a4|Device Size Text, specify|""|""|445 cc
dde04097-3e38-4186-ac7b-4f914cf059c4|Device Size Text, specify|""|""|405 cc
8d5519a4-1155-4cf6-9b14-890651637587|Device Size Text, specify|""|""|375 cc
f4f9e790-3d69-475d-87ff-9bee43e77e17|Device Size Text, specify|""|""|360 cc
ee19d2ef-1714-4bb2-aeaf-308c8f2b5d49|Device Size Text, specify|""|""|255 cc
9243f0f5-feed-4444-88f3-a1f9636be7e6|Device Size Text, specify|""|""|195 cc
930476be-23b3-4dac-9c98-1f65d2253b7a|Device Size Text, specify|""|""|340 cc
a222e55a-104f-4ec4-8446-715be65d5c37|Device Size Text, specify|""|""|125 cc
49546063-4eb8-41b7-bcf0-34a6541e1a8d|Device Size Text, specify|""|""|610 cc
d692820c-28ab-479d-94ed-2ffbe9cc2da0|Device Size Text, specify|""|""|460 cc
00088e2a-aa70-4f10-8bdd-9b2191363264|Device Size Text, specify|""|""|380 cc
123d7d96-56b8-42c7-b457-ff9b570c0271|Device Size Text, specify|""|""|230 cc
9b029a10-82c0-4de8-ba84-1c03b9e785d6|Device Size Text, specify|""|""|125 cc
8143d27f-1f61-4295-b320-54bc305fd50e|Device Size Text, specify|""|""|750 cc
4a8b0087-6749-466a-97c7-527ee1faf177|Device Size Text, specify|""|""|445 cc
afb4fd27-93f7-4ddf-aa1e-f8480d6f6677|Device Size Text, specify|""|""|400 cc
617bc3cf-25d9-4cac-afbd-82d32c95cd53|Device Size Text, specify|""|""|285 cc
539fd304-2652-47b8-bc9a-9ee5d7b2236d|Device Size Text, specify|""|""|255 cc
857075ac-a698-491a-bf14-67392f0a1192|Device Size Text, specify|""|""|225 cc
dfe93cc7-ad52-479f-bba3-0c55a5977d24|Device Size Text, specify|""|""|205 cc
32b0726a-de41-4f21-bcf3-cc39fcfda047|Device Size Text, specify|""|""|385 cc
efb2de6d-6e34-4b56-893f-192972870c11|Device Size Text, specify|""|""|365 cc
8d93d061-7be7-4860-96bd-f6806a9089f2|Device Size Text, specify|""|""|345 cc
bbd7e67a-477c-4566-889e-63967935bbd1|Device Size Text, specify|""|""|405 cc
fad91d73-b137-4f1b-a862-597dc71c3c0a|Device Size Text, specify|""|""|295 cc
c957d293-8e02-4252-b44b-5ab51f56361b|Device Size Text, specify|""|""|275 cc
ce196151-ef6b-4136-8d30-2a746dcfd034|Device Size Text, specify|""|""|140 cc
ff2f3b07-4ee8-4c41-939c-8781efc94010|Device Size Text, specify|""|""|250 cc
508de6d7-dac7-4c96-b723-a1c16f91e724|Device Size Text, specify|""|""|165 cc
c0509797-e418-43e4-aece-7ecad230b830|Device Size Text, specify|""|""|510 cc
6512a82d-31a6-4e67-ad10-26d8dd8355f8|Device Size Text, specify|""|""|320 cc
02c78a11-9ca0-4da1-97e9-9dd0f2b666c4|Device Size Text, specify|""|""|260 cc
94dbc803-7613-4aaa-92f6-10f955f6ef12|Device Size Text, specify|""|""|230 cc
60cb8532-e0cd-4dde-b698-23633ee75320|Device Size Text, specify|""|""|125 cc
03c26173-4039-4baf-95a7-0f8c587bfab4|Device Size Text, specify|""|""|800 cc
b2ba62f1-7c1c-4306-9e26-3b6555f13570|Device Size Text, specify|""|""|525 cc
69f6e0df-68da-42d1-b547-421ac6a48a98|Device Size Text, specify|""|""|285 cc
ade725aa-708e-4b06-89f7-017b30e86a97|Device Size Text, specify|""|""|255 cc
a70f9e2c-a3c6-437a-a99c-845ea69de07c|Device Size Text, specify|""|""|225 cc
42e031ab-b63c-42b3-b8a2-1d58812e7418|Device Size Text, specify|""|""|605 cc
a6d48b4f-8175-4713-9766-747ccf98d938|Device Size Text, specify|""|""|560 cc
9c96cf52-4b55-4df5-a490-0710d55b663f|Device Size Text, specify|""|""|485 cc
4c0ec5bf-a047-430e-9a95-f8174ba7a407|Device Size Text, specify|""|""|415 cc
d4f3e059-a9e8-4809-84e7-e490584ec6cc|Device Size Text, specify|""|""|265 cc
211036ca-12da-43ba-b044-e86048f522c2|Device Size Text, specify|""|""|560 cc
623e426e-60b2-4377-8147-c63ec689a824|Device Size Text, specify|""|""|360 cc
b4ad4081-6f89-42d7-80a7-88b7e91dee51|Device Size Text, specify|""|""|540 cc
aa8b92b9-cfd5-4ed1-81fc-302a33d3e59b|Device Size Text, specify|""|""|440 cc
6e923f92-b3f8-4d33-af00-d4497fbf6e2e|Device Size Text, specify|""|""|340 cc
3a293226-533b-464d-b5c2-8086f3159a5a|Device Size Text, specify|""|""|300 cc
7b7eebbe-2187-4c12-ba0f-56dd68afa067|Device Size Text, specify|""|""|220 cc
a6a21464-aa06-47ec-aa40-18b2e683add1|Device Size Text, specify|""|""|205 cc
0f92a8d8-1533-4998-baa5-c884bf348375|Device Size Text, specify|""|""|560 cc
2f38bffc-0a80-45a2-a58a-0b2141c0f7f6|Device Size Text, specify|""|""|510 cc
1f38771a-9110-443c-9545-3be0cd7cc5f8|Device Size Text, specify|""|""|380 cc
4c1f5dc9-e202-4aee-aeea-4ed81f65d018|Device Size Text, specify|""|""|230 cc
41f171e2-e72f-4006-b257-4ad63d72fdd5|Device Size Text, specify|""|""|200 cc
b20e138c-3659-477e-9819-09d2e8eb116d|Device Size Text, specify|""|""|170 cc
f86d9203-36ea-4381-ad3f-29fb2ce18f98|Device Size Text, specify|""|""|110 cc
d409d8fb-0187-4218-8b15-6a9f9e90ec6a|Device Size Text, specify|""|""|225 cc
90cb7b8f-1c2a-4426-9d23-b1011e4726ef|Device Size Text, specify|""|""|215 cc
03070884-58f9-4a56-899f-4049e9344584|Device Size Text, specify|""|""|640 cc
733f431d-47c7-4975-a45d-fb39c4dbeb70|Device Size Text, specify|""|""|525 cc
7f5233c6-518e-4144-9633-bf8f227726f1|Device Size Text, specify|""|""|375 cc
ee83346d-7c74-4998-9c95-b07898159818|Device Size Text, specify|""|""|295 cc
f06ba078-96a0-43ac-9e3c-a17ecd0cf110|Device Size Text, specify|""|""|365 cc
a9a577ba-70c0-4fab-afc3-2acf14d0b722|Device Size Text, specify|""|""|180 cc
05b83b7e-6308-4f70-9c26-e93a8e70fb96|Device Size Text, specify|""|""|135 cc
69d5c54f-ca08-4953-8144-25a60411ef00|Device Size Text, specify|""|""|310 cc
8a781a91-9893-4362-b8ed-fa5dc8b34f40|Device Size Text, specify|""|""|205 cc
f662690d-b1c7-42b8-83f4-d2162e333e1b|Device Size Text, specify|""|""|775 cc
e28ad7d5-85eb-4634-a27e-340e9cd528eb|Device Size Text, specify|""|""|450 cc
c561beec-c23e-47c7-83c0-1dfaba2d38a2|Device Size Text, specify|""|""|215 cc
28cdc0d8-6f2f-45d8-864e-8a3beccae39b|Device Size Text, specify|""|""|670 cc
23080cf7-ec47-4cab-b087-63433ce3844a|Device Size Text, specify|""|""|605 cc
7c68d766-cf30-4400-baa2-4a4802da46c5|Device Size Text, specify|""|""|550 cc
6569488b-c7d3-4c5b-8945-78a37c5af7ec|Device Size Text, specify|""|""|500 cc
2a00b838-16b5-4378-a0ee-1d1eefa6a7be|Device Size Text, specify|""|""|205 cc
c1c88c44-f31e-4a3a-961c-2e271d5bef02|Device Size Text, specify|""|""|425 cc
bd3cac1a-b16c-4739-b5fe-bf4572ff2abd|Device Size Text, specify|""|""|220 cc
c897bf3e-ebeb-4b4b-9245-f0f00f7e27b1|Device Size Text, specify|""|""|300 cc
5899360f-2b2a-44c9-952a-09aef562b7b2|Device Size Text, specify|""|""|290 cc
edce78bd-231e-4fec-8f52-40be2741f986|Device Size Text, specify|""|""|150 cc
8bd078ca-6507-4e38-9ffb-e20368b789a9|Device Size Text, specify|""|""|300 cc
ac73cc31-3430-4072-884a-411b5d901fd5|Device Size Text, specify|""|""|150 cc
2211405e-d2f2-4986-83fd-c11ec0fcb5be|Device Size Text, specify|""|""|500 cc
fcdedf58-b492-4c9d-af86-09b0833cbf1b|Device Size Text, specify|""|""|560 cc
cad903b7-1e7a-458f-8fba-c55fa8a95bc7|Device Size Text, specify|""|""|460 cc
a56ca0e7-d00a-4475-a3c8-0ff5a1312416|Device Size Text, specify|""|""|100 cc
0aa06c70-1744-4284-9222-fd84ce75ead4|Device Size Text, specify|""|""|800 cc
1d0ebd3a-5223-4bce-8fd6-e1c98adf9705|Device Size Text, specify|""|""|450 cc
fcba381e-2751-403b-a143-392222b9dcb8|Device Size Text, specify|""|""|230 cc
2930f1ac-9a57-49ee-a57c-74c91c76533a|Device Size Text, specify|""|""|180 cc
301948dd-6ae9-4b8d-b2dc-b3c71e8b1eb8|Device Size Text, specify|""|""|752 cc
