PrimaryDI|sizeType|size (Unit)|size (Value)|sizeText
d49eb448-c9ca-4e9f-8be6-10819a8f7a19|Device Size Text, specify|""|""|375 cc
c2b0117e-6399-4d61-80a1-4acb8897f945|Device Size Text, specify|""|""|330 cc
17e720c1-5b2e-461d-9430-b096e192c5ef|Device Size Text, specify|""|""|490 cc
9ac16cdd-f92f-495d-ac65-0fbab776b314|Device Size Text, specify|""|""|410 cc
ce8e4bb6-af56-426c-9e5c-e982822b0ba3|Device Size Text, specify|""|""|140 cc
80bf1060-5e67-40fd-87fa-e11be1d53728|Device Size Text, specify|""|""|445 cc
e4669277-89e1-4d61-8250-65312a64019b|Device Size Text, specify|""|""|245 cc
69be42aa-5f83-4349-b217-84ed97ac46f5|Device Size Text, specify|""|""|160 cc
ada3c970-b4d8-4600-adc7-809c6e02e9fd|Device Size Text, specify|""|""|285 cc
f5960c14-963d-4d06-9e0d-5e97bd5d36e9|Device Size Text, specify|""|""|195 cc
bab7901c-8299-4309-a11b-2749e55e54c8|Device Size Text, specify|""|""|470 cc
28cc3bce-7bce-4e66-a941-bf58cc3cf581|Device Size Text, specify|""|""|330 cc
60ab49a0-3a9b-4f89-9c4d-16a2fa070e06|Device Size Text, specify|""|""|300 cc
ab5dee2b-a406-434e-903e-9665fd905a80|Device Size Text, specify|""|""|240 cc
b84901d3-2eb4-4227-9c5b-8c05de9162d8|Device Size Text, specify|""|""|390 cc
16df84fa-8b92-4854-8b4e-f813d411598a|Device Size Text, specify|""|""|240 cc
0414d969-19e3-4734-b0be-2c1846ac4685|Device Size Text, specify|""|""|690 cc
ec101cec-930f-4d48-9a34-f874f986df0f|Device Size Text, specify|""|""|615 cc
989dc4e8-bfb9-4bc1-bfb2-177fbd60355b|Device Size Text, specify|""|""|245 cc
8c1609b7-a65c-4702-b33b-8c45ae1d4f14|Device Size Text, specify|""|""|395 cc
df8f202a-1834-4494-9a88-d84307f50e90|Device Size Text, specify|""|""|350 cc
030ced93-383e-43ed-9594-9ea2b65a4897|Device Size Text, specify|""|""|140 cc
1aba00d1-73fb-4e66-be5e-7f2ab062ba18|Device Size Text, specify|""|""|740 cc
08199cd4-7a04-4705-bfa1-1bd635ed736c|Device Size Text, specify|""|""|375 cc
3131673e-fb88-40fb-85fc-6c7a7591584b|Device Size Text, specify|""|""|255 cc
30fc40a9-7acb-4126-95a9-1f71b57b117b|Device Size Text, specify|""|""|220 cc
f5c18d7a-8f9c-4da1-b3da-2975d0e5200d|Device Size Text, specify|""|""|507 cc
02b9c03d-7d75-40dc-8e08-1b8ad1969c7b|Device Size Text, specify|""|""|378 cc
7a77dc0a-9c25-4093-9e2f-d86ba4b20c25|Device Size Text, specify|""|""|322 cc
40e50612-a632-41f0-bd71-f3670d983365|Device Size Text, specify|""|""|120 cc
1c4ef9ab-5e70-4090-96a8-d08ab37e56f5|Device Size Text, specify|""|""|360 cc
4d477a9e-b342-4272-970f-898926d2e6f8|Device Size Text, specify|""|""|360 cc
0a23922e-75b5-4f69-8113-d87fffd9ef54|Device Size Text, specify|""|""|320 cc
7d1ef96a-490f-47c4-8b7f-b0f15daa0779|Device Size Text, specify|""|""|750 cc
74252a77-ebf8-4890-b133-db912630aeed|Device Size Text, specify|""|""|550 cc
c584d018-a7dd-4f1f-a189-964271e44839|Device Size Text, specify|""|""|300 cc
8c201e38-7806-49df-b2ff-347b08f7196a|Device Size Text, specify|""|""|659 cc
c6344d41-b383-4623-8fb1-12ff7430062c|Device Size Text, specify|""|""|616 cc
ddb65325-a880-412e-944b-da2fd4bff037|Device Size Text, specify|""|""|421 cc
ad986501-15b6-4854-8bd4-e700d5922a14|Device Size Text, specify|""|""|176 cc
15db321d-a19c-4dd9-b1b5-23b26e387d46|Device Size Text, specify|""|""|390 cc
0851df6f-9734-4ed3-a2fa-e899fc3d0a07|Device Size Text, specify|""|""|210 cc
f5bbfd8f-34be-4d10-af11-5967ab5aff10|Device Size Text, specify|""|""|800 cc
dc5a6fa6-d0e7-41b5-bba0-bbec9ac91bcc|Device Size Text, specify|""|""|580 cc
059a9266-457b-43b2-b944-e809f912ec96|Device Size Text, specify|""|""|525 cc
a771b6f0-8310-401d-ad8f-fc89f5886773|Device Size Text, specify|""|""|445 cc
087d97ff-5d51-4ef0-8325-e525d768e36e|Device Size Text, specify|""|""|375 cc
30d51e5a-f6dd-4bb8-9e5d-86fd33982d60|Device Size Text, specify|""|""|225 cc
f351773b-fd63-401c-8334-1c0f0711f5d7|Device Size Text, specify|""|""|520 cc
19956bfa-ea78-4657-a61b-b7d61f6e7542|Device Size Text, specify|""|""|450 cc
a32fc08a-6887-442f-b399-db3ad7f16562|Device Size Text, specify|""|""|335 cc
3e8a55f9-81cb-4e77-8e70-c00f0e1ea376|Device Size Text, specify|""|""|295 cc
d0767869-0a58-4fb5-877c-2ea9bf04453a|Device Size Text, specify|""|""|265 cc
e2e08679-2f8f-44d0-b4f4-4898b0e0f0f5|Device Size Text, specify|""|""|640 cc
d885d2fa-4daa-42d4-809a-1d0ca722f403|Device Size Text, specify|""|""|275 cc
2b0aca9d-aff2-4ae5-92fd-c96849315d99|Device Size Text, specify|""|""|640 cc
3e8d5057-cdbb-48a5-92ab-b9ca83a84343|Device Size Text, specify|""|""|460 cc
2abe1cbe-69ad-4828-a575-8675ffd36c19|Device Size Text, specify|""|""|380 cc
af994840-d488-46f5-bb96-788f6e5ab85d|Device Size Text, specify|""|""|320 cc
34e47771-5fbc-436d-9941-b069548d1393|Device Size Text, specify|""|""|110 cc
7d27c861-dfa6-4aec-9e7c-0197bc0ac3fc|Device Size Text, specify|""|""|615 cc
61c2412b-221d-4b55-8b30-6990013bf3ed|Device Size Text, specify|""|""|420 cc
5b4dc128-1c55-4e0c-b0cb-c5e78476894e|Device Size Text, specify|""|""|400 cc
cd305494-d6e3-49b6-9df8-7addacb4e302|Device Size Text, specify|""|""|285 cc
2c7780b5-87cc-4e17-a639-ca8df06c4339|Device Size Text, specify|""|""|650 cc
d85d11a3-71b3-43e6-b5d3-33bf2cd9d83a|Device Size Text, specify|""|""|485 cc
44eb0ba7-62e8-49e1-ba00-33190911c638|Device Size Text, specify|""|""|385 cc
a3058c83-7b91-408b-b5ed-fb1090922519|Device Size Text, specify|""|""|325 cc
31eaba45-2ba7-4c0d-97fa-07860c003909|Device Size Text, specify|""|""|265 cc
c5869268-0a11-4dcd-9a40-b4d82cba78c0|Device Size Text, specify|""|""|200 cc
bb343720-f512-46ef-8304-bef4328b2bdb|Device Size Text, specify|""|""|755 cc
b0837070-8b50-4530-adc0-3f72392aab8e|Device Size Text, specify|""|""|685 cc
8c532d9e-6113-4e10-9e53-3e1e0ebb0d2f|Device Size Text, specify|""|""|520 cc
0b6b8f93-96eb-4a0f-9340-ee3c596a6e5f|Device Size Text, specify|""|""|360 cc
6e3cb846-9ed7-4c7a-a53d-e22199a5f1b0|Device Size Text, specify|""|""|330 cc
ea852b63-4235-40e2-987c-a5d6d6da157d|Device Size Text, specify|""|""|240 cc
6e8a18a0-7cd0-496d-8ab4-831f21bc8695|Device Size Text, specify|""|""|140 cc
feea3bf8-9faa-40c9-a70b-a32bbd7168ff|Device Size Text, specify|""|""|265 cc
13847020-fc4d-45da-8957-e20f1d867c8e|Device Size Text, specify|""|""|610 cc
5b3ef6bc-7f87-4d74-8e5f-0cf36aee26bc|Device Size Text, specify|""|""|350 cc
ee940592-d211-4485-ae32-637fb2e2179e|Device Size Text, specify|""|""|700 cc
5084a65a-1676-4428-8e5a-f89b2ccca226|Device Size Text, specify|""|""|560 cc
a8fc1218-1321-46ae-90fe-3ac286222797|Device Size Text, specify|""|""|470 cc
ca3c93f8-d542-4228-b38e-123c7d15d2cc|Device Size Text, specify|""|""|400 cc
bddef839-f8f4-437c-a179-04609f13540d|Device Size Text, specify|""|""|335 cc
f43632fb-63c0-4e59-aea5-01dcbbf879db|Device Size Text, specify|""|""|180 cc
fd40d286-13ed-492b-9da9-47d07b2897b2|Device Size Text, specify|""|""|640 cc
2d95fee8-4d51-4819-96fa-fba3530345c4|Device Size Text, specify|""|""|600 cc
4e023f4b-1837-4180-b571-26bd0a736892|Device Size Text, specify|""|""|445 cc
98c98048-15e4-4884-a951-5689fa5011d9|Device Size Text, specify|""|""|330 cc
2aba4673-3992-4f5f-9161-4882ffcbe15b|Device Size Text, specify|""|""|310 cc
25970e01-c0a6-44ca-a173-fec0d6237e10|Device Size Text, specify|""|""|540 cc
9737e31b-2a02-4b3a-8b6d-b71858dda6c9|Device Size Text, specify|""|""|340 cc
0b166e40-f231-4103-919c-8e5c5fc085ad|Device Size Text, specify|""|""|510 cc
e5324a2f-cfe8-41ef-b9ac-3aaed5a94b27|Device Size Text, specify|""|""|260 cc
787cb6b9-6510-49a9-aa2b-f47b8c42dfd4|Device Size Text, specify|""|""|110 cc
4581be3b-f78a-433e-af5c-6fae643c73b0|Device Size Text, specify|""|""|800 cc
0fcc9760-44d7-4ecf-b010-72d8ad5c9dad|Device Size Text, specify|""|""|700 cc
923aa1e1-bbb6-4ac9-ab18-a5a2c17e66ef|Device Size Text, specify|""|""|400 cc
1d631369-e8ef-4d7b-b000-94aa55028153|Device Size Text, specify|""|""|605 cc
cd2296b6-8393-40fb-9c2e-c7627083beb9|Device Size Text, specify|""|""|450 cc
24c6affe-bd23-4045-8d34-a55f2e716033|Device Size Text, specify|""|""|415 cc
bb507ae4-fa9f-4ee0-a1e1-c710637bbbdd|Device Size Text, specify|""|""|365 cc
5d60528b-0b0c-4c58-bd34-1fe6799919a8|Device Size Text, specify|""|""|200 cc
2f0a1dd3-956f-47a1-90af-5634c6a5eb3f|Device Size Text, specify|""|""|600 cc
3ea73fac-ac9f-4f7d-9d78-3ca59ca07ec0|Device Size Text, specify|""|""|320 cc
ad026ea2-8373-4095-9534-e625043e03b7|Device Size Text, specify|""|""|235 cc
0a36405a-6617-477b-a0cf-8ddcabf3f244|Device Size Text, specify|""|""|190 cc
92fd570f-8bb2-4d0f-a7ac-dd80f6ad06e9|Device Size Text, specify|""|""|170 cc
e1c546c7-4bd3-424a-8f11-a76e888cb302|Device Size Text, specify|""|""|110 cc
8831cf5e-301e-45e1-b767-c7cb0ae48ca8|Device Size Text, specify|""|""|525 cc
cd883a41-f767-4bbf-a1da-d7522cce0fe2|Device Size Text, specify|""|""|340 cc
b2d831c4-dbcf-4cb2-bb2c-055dd4f4c6f6|Device Size Text, specify|""|""|485 cc
2c5f0127-518a-4b0b-8c6d-10c400256dc0|Device Size Text, specify|""|""|415 cc
e1b8eb87-d25e-4d6e-9e08-6a8cfa644911|Device Size Text, specify|""|""|180 cc
4b07d986-3935-4e04-badb-562c069f57dc|Device Size Text, specify|""|""|755 cc
be9f8edd-dd5c-4467-9510-ad3d5c736b86|Device Size Text, specify|""|""|330 cc
912240eb-2831-4551-8d11-139f02503d55|Device Size Text, specify|""|""|590 cc
b1fd09b0-7577-480a-9ea6-d4896555e225|Device Size Text, specify|""|""|300 cc
642ea403-a1c6-43cc-9428-745a1d019596|Device Size Text, specify|""|""|280 cc
67c7b0fe-0a70-4a57-ac9f-f550d156e44c|Device Size Text, specify|""|""|265 cc
50d19187-10de-465a-968f-5daf7de42a63|Device Size Text, specify|""|""|190 cc
28a88523-f44f-400d-9db9-1932a2de997f|Device Size Text, specify|""|""|610 cc
66f60537-bcc1-4e24-9105-f87498f6cdc1|Device Size Text, specify|""|""|200 cc
1fd50076-7d5a-4c3c-a2eb-d6bca4a84e18|Device Size Text, specify|""|""|615 cc
92adab78-1769-4179-8f2a-7683cc2065ff|Device Size Text, specify|""|""|470 cc
68e5358e-91fc-476f-8ada-cfd21acfc088|Device Size Text, specify|""|""|400 cc
edfc4408-7a4a-4bef-ac4b-e33bfe677ebb|Device Size Text, specify|""|""|770 cc
fce08162-8f26-4480-ab3d-d58d2bdac170|Device Size Text, specify|""|""|365 cc
bb535ae6-2e46-485f-8d00-db9548f62599|Device Size Text, specify|""|""|200 cc
f8215343-901c-42d5-a67d-a52897df3ccf|Device Size Text, specify|""|""|755 cc
676756c1-aec6-4c43-81ea-8ee3f72c21a1|Device Size Text, specify|""|""|640 cc
4c05390d-e5da-42c6-9fbb-00a74bdd7e6d|Device Size Text, specify|""|""|310 cc
bbd7b47a-6c40-47e7-96df-e1c9f5848a1e|Device Size Text, specify|""|""|255 cc
6dd2a2a0-c6f3-4a5a-aa73-5e684001cb49|Device Size Text, specify|""|""|175 cc
11ff5513-23a5-4fd3-8b6b-967f596a0b68|Device Size Text, specify|""|""|140 cc
643cc198-b1a1-45ae-8998-e33d0ff618f4|Device Size Text, specify|""|""|640 cc
5cf41469-3948-4e16-abdc-1874f37de48c|Device Size Text, specify|""|""|590 cc
707d2530-6e35-426d-ad1c-8e2acde17e1a|Device Size Text, specify|""|""|265 cc
457967bf-c1fe-41fd-becb-2c57891db428|Device Size Text, specify|""|""|250 cc
a4a6ec77-b885-432d-b11f-bcdd6e51bc67|Device Size Text, specify|""|""|190 cc
281242ad-105f-40a6-81ae-5824cfaab3d2|Device Size Text, specify|""|""|145 cc
c6989aa4-c741-4e42-b0d3-3984a62e3b68|Device Size Text, specify|""|""|610 cc
e4cb37f7-eac1-48f9-a7cf-7c2b007c591a|Device Size Text, specify|""|""|685 cc
23b36742-9546-4484-b764-20ebd7bfd547|Device Size Text, specify|""|""|410 cc
d7415395-04ce-4615-bb9a-226a89e1ffa6|Device Size Text, specify|""|""|325 cc
a16cf533-5068-47a2-b782-92575fa1b7b6|Device Size Text, specify|""|""|400 cc
3ed3e9a7-b73e-49f4-b094-44a3409bb1e0|Device Size Text, specify|""|""|320 cc
959c3393-a195-458c-9660-bc8eeafb2cbc|Device Size Text, specify|""|""|125 cc
d1c8185a-d8e0-4b1e-b333-2da92dec6bdd|Device Size Text, specify|""|""|420 cc
b5942292-58b8-4d0d-96b9-4b14b66e5ecb|Device Size Text, specify|""|""|255 cc
9e40caef-f124-4805-bbd3-c9bfb0568fac|Device Size Text, specify|""|""|195 cc
2febdf10-50e0-4980-a147-00e96d46d402|Device Size Text, specify|""|""|175 cc
860e13f6-6259-4153-aed1-07f3ceef8b1c|Device Size Text, specify|""|""|220 cc
761dd3be-c240-4939-9570-9d9e02c958ba|Device Size Text, specify|""|""|190 cc
53eb5051-ab74-4119-a9b5-27c7e0e2c29e|Device Size Text, specify|""|""|140cc
5be442ca-1dd0-4018-b80d-946a7be0c780|Device Size Text, specify|""|""|210 cc
5fa33f42-de72-4c15-ab0f-e98a7fb03e9e|Device Size Text, specify|""|""|540 cc
98e6dd4f-45d0-44a5-bcba-3430d251a481|Device Size Text, specify|""|""|440 cc
4d2467f0-efc7-41f4-8bdb-d317d93bf3ff|Device Size Text, specify|""|""|125 cc
60d52a84-cc85-45c0-b94a-37f970019d42|Device Size Text, specify|""|""|495 cc
7655f5bb-5077-4376-ae6e-74ad0849f49b|Device Size Text, specify|""|""|410 cc
a9c69312-97ab-4920-89b1-4d2411ac7cc7|Device Size Text, specify|""|""|185 cc
79f2f04f-3747-42fb-a1c2-a9142abf3ad0|Device Size Text, specify|""|""|250 cc
6b824005-7fa0-462f-b6d9-fc330e0a97d4|Device Size Text, specify|""|""|190 cc
e88920ac-cef5-4f25-8cff-7df71a9d81d6|Device Size Text, specify|""|""|655 cc
9f5db29a-b954-4578-bd9e-d54769090691|Device Size Text, specify|""|""|595 cc
48fe0d93-f640-48db-94f3-d42fe81ecd93|Device Size Text, specify|""|""|650 cc
364229fd-46a7-45f4-95de-28c90f20afcf|Device Size Text, specify|""|""|500 cc
b7c13763-0b81-43ce-8db5-2557ff944174|Device Size Text, specify|""|""|400 cc
ffdf57eb-0df2-404f-83ad-09e40e7d9835|Device Size Text, specify|""|""|340 cc
33162ad9-cfa3-45bf-b496-537a99e4d38b|Device Size Text, specify|""|""|180 cc
6e02fee0-ef01-4910-9985-313d739ddd76|Device Size Text, specify|""|""|716 cc
95541646-e1e4-4551-adf1-f25703dd3a64|Device Size Text, specify|""|""|469 cc
8b654d6f-31f5-4909-9de8-f25f2dc90105|Device Size Text, specify|""|""|435 cc
834055b0-e6c2-4faa-9fde-15a822918002|Device Size Text, specify|""|""|272 cc
fcc74282-3782-4f3a-9443-19310503113c|Device Size Text, specify|""|""|222 cc
e7c2f91d-da87-436f-88d9-64c84ab4ab48|Device Size Text, specify|""|""|203 cc
a940103c-08d9-4f26-9587-c80f354566f9|Device Size Text, specify|""|""|185 cc
9f9ece3f-d7ed-4162-9165-ff5151c580fb|Device Size Text, specify|""|""|510 cc
88e9a47b-e726-4068-b67e-58ba81d0ce43|Device Size Text, specify|""|""|480 cc
9ae73e52-8a5c-410d-9adf-e7087a5af763|Device Size Text, specify|""|""|450 cc
100d5e17-aee6-46b3-9170-a3683b5fab1a|Device Size Text, specify|""|""|330 cc
24a67cdb-766a-44d8-a008-aa257854eab5|Device Size Text, specify|""|""|800 cc
3b8c2d0a-9052-44ee-b7a4-a667a63d24f5|Device Size Text, specify|""|""|700 cc
c2879cf9-e7fe-4832-b05a-fac5a5c752b7|Device Size Text, specify|""|""|650 cc
f2d6398b-c142-49d8-bbd8-7a1a9f410617|Device Size Text, specify|""|""|400 cc
433bd66b-9764-4852-9801-35c6840ec727|Device Size Text, specify|""|""|240 cc
eb574ab5-c854-42bc-be8b-b14d476f6301|Device Size Text, specify|""|""|300 cc
73e51c42-bcc6-4630-bad8-c489f1dca414|Device Size Text, specify|""|""|200 cc
440198da-f4e0-435d-b702-1483e440a251|Device Size Text, specify|""|""|375 cc
534c7d51-dfff-492a-9260-734d5bbde6f2|Device Size Text, specify|""|""|160 cc
d1d9b1a3-0d2f-4956-89cc-4494269ceb36|Device Size Text, specify|""|""|120 cc
69f22abd-6c45-4cb2-8601-513a26877509|Device Size Text, specify|""|""|265 cc
db078f6a-04f0-4bad-9582-dadf068d06a2|Device Size Text, specify|""|""|750 cc
5ff3200e-a07e-407e-a596-2371fed5e5bb|Device Size Text, specify|""|""|360 cc
3fce4300-cfeb-4a77-a2c1-30928a603055|Device Size Text, specify|""|""|Volume: 625 cc
edf0f5fe-79eb-4f4a-8339-82e6826fd345|Device Size Text, specify|""|""|Volume: 590 cc
1f07405a-59fa-44d7-9516-97694c8a5557|Device Size Text, specify|""|""|Volume: 415 cc
091aae14-ef69-4d98-bb48-f2a726d46b8e|Device Size Text, specify|""|""|Volume: 355 cc
fd7d1403-5391-42d5-8979-bd2d5b627b3b|Device Size Text, specify|""|""|Volume: 470 cc
c5f29993-9985-4ba4-87c5-6a3dfff035fc|Device Size Text, specify|""|""|Volume: 415 cc
4e04cb8f-9ff7-48e7-b253-b5e120b6f97d|Device Size Text, specify|""|""|Volume: 190 cc
03d0c98c-a29a-4160-947c-ace6ea958778|Device Size Text, specify|""|""|Volume: 540 cc
17409a7e-9191-443a-a7dc-18c23c00d8f3|Device Size Text, specify|""|""|Volume: 455 cc
66f978f7-bcd8-42fa-957d-5a787646f51d|Device Size Text, specify|""|""|Volume: 650 cc
37a181a8-605d-4129-a3a7-05c9e142ea1a|Device Size Text, specify|""|""|Volume: 415 cc
b32db173-0c63-4b79-a56a-56dd47d09b0e|Device Size Text, specify|""|""|Volume: 470 cc
01a71cc8-a720-4da9-af91-e9c352e0f09f|Device Size Text, specify|""|""|Volume: 625 cc
ec5c82e6-22fa-4f18-bdd9-da7301e08ca4|Device Size Text, specify|""|""|Volume: 385 cc
7ed3ed1c-8f63-4fae-82cf-e7d1203bb6f5|Device Size Text, specify|""|""|Volume: 355 cc
5dfdaaab-cee8-427f-899f-d8a258b7fba6|Device Size Text, specify|""|""|Volume: 285 cc
29d6f068-e312-4e5a-941e-00fdbc8fbed4|Device Size Text, specify|""|""|Volume: 240 cc
37f10589-b0ef-47f2-9a25-e5a58a619171|Device Size Text, specify|""|""|Volume: 225 cc
4b753441-84f6-46a4-969e-c210f6a75ab5|Device Size Text, specify|""|""|Volume: 410 cc
9ad55dc2-4318-46b3-9822-8efd6a83e055|Device Size Text, specify|""|""|Volume: 260 cc
a8abc0db-af59-444d-83e5-c136bce63205|Device Size Text, specify|""|""|Volume: 400 cc
235d5507-3d5e-47f0-9f37-8636e26abe2e|Device Size Text, specify|""|""|Volume: 350 cc
8fc7a47a-bdf8-4206-a87e-a707cacd50af|Device Size Text, specify|""|""|Volume: 240 cc
8cbd6df7-4be5-4ee0-82a3-ac8ad162e391|Device Size Text, specify|""|""|Volume: 425 cc
119299ac-629a-42cc-bc8a-6d7aae4dd4eb|Device Size Text, specify|""|""|Volume: 370 cc
f3c70653-8c12-4a92-90dd-9eb7978aa4b7|Device Size Text, specify|""|""|Volume: 255 cc
c3a5de85-b859-4011-86fc-5cdc213e7d5e|Device Size Text, specify|""|""|Volume: 500 cc
073aea74-35ab-4d67-a4d8-323ffe31dffe|Device Size Text, specify|""|""|Volume: 325 cc
d065eb02-889b-4309-9a1d-033d3a6d221b|Device Size Text, specify|""|""|Volume: 195 cc
29986d67-9d62-44de-a1f4-bbadf7c03114|Device Size Text, specify|""|""|Volume: 175 cc
b4bc4be2-df12-4698-be05-880516546517|Device Size Text, specify|""|""|Volume: 440 cc
5c3e5c31-d165-4b94-be0e-ac2a241a5a2c|Device Size Text, specify|""|""|Volume: 330 cc
edd98e77-1ea8-4d6f-9349-d9c12fb88f85|Device Size Text, specify|""|""|Volume: 255 cc
5b1cdf8a-cbf0-47d9-aff2-6e9f76152c35|Device Size Text, specify|""|""|Volume: 310 cc
8880689c-c8f2-4b31-ab82-bde04dad53b5|Device Size Text, specify|""|""|Volume: 250 cc
2be7626d-5db7-4f25-88cd-b744ccf8441d|Device Size Text, specify|""|""|Volume: 695 cc
6ca19002-e7ba-4690-96ec-462b7951ff15|Device Size Text, specify|""|""|Volume: 575 cc
30240ebd-a844-4a75-9dcf-1394aa0c0371|Device Size Text, specify|""|""|Volume: 385 cc
558047cd-5600-4ffa-875b-c47c4b03fcd0|Device Size Text, specify|""|""|Volume: 355 cc
6fdd8f43-6d20-4fd6-bfde-04982fac462a|Device Size Text, specify|""|""|Volume: 305 cc
2df72e45-8f21-4c44-9d04-f7b001d6259c|Device Size Text, specify|""|""|Volume: 285 cc
bd359935-7f9d-4a69-8575-43c343f67c6b|Device Size Text, specify|""|""|Volume: 300 cc
e5305397-6319-4322-9423-f17c1d46fa6d|Device Size Text, specify|""|""|Volume: 190 cc
844f2195-eed1-4e5e-843e-4e51dd2a6d86|Device Size Text, specify|""|""|Volume: 500 cc
f3a7d604-cc0e-45b3-a597-71261acf5325|Device Size Text, specify|""|""|Volume: 450 cc
8454dafc-fe09-4d1d-bdce-6103807795fa|Device Size Text, specify|""|""|Volume: 310 cc
05c24cf3-4d21-485d-bfdb-24adc11eafe5|Device Size Text, specify|""|""|Volume: 655 cc
95694853-7bfd-41d7-860d-c5d55e2eb30f|Device Size Text, specify|""|""|Volume: 545 cc
1f0343f4-7129-44a2-b928-d137eaf8061d|Device Size Text, specify|""|""|Volume: 355 cc
20a0e39c-fad6-4332-9f0f-9b4e717d2992|Device Size Text, specify|""|""|Volume: 335 cc
975f1c3d-6e15-4359-ac93-20d08eb483e8|Device Size Text, specify|""|""|Volume: 185 cc
1c37d4e2-f09c-4007-bcd6-cafab321a0db|Device Size Text, specify|""|""|Volume: 550 cc
5e34f1f2-aa2f-4dd4-ac8a-1ee610b1f3eb|Device Size Text, specify|""|""|Volume: 410 cc
73159ddb-2e51-44b9-90f6-cc2f14ca7526|Device Size Text, specify|""|""|Volume: 525 cc
3c6b6ce7-8e83-4955-b637-17f4226e8b25|Device Size Text, specify|""|""|Volume: 505 cc
9b35ad1d-313f-4370-89d0-de8bc548ac83|Device Size Text, specify|""|""|Volume: 455 cc
a779ce05-ab8a-4ec3-b7e1-3edfad4a5ede|Device Size Text, specify|""|""|Volume: 385 cc
e2d42234-193a-4730-9c85-d7410481b33e|Device Size Text, specify|""|""|Volume: 215 cc
6abe7d99-c6dc-4582-9add-938fd4cf5117|Device Size Text, specify|""|""|Volume: 300 cc
494f9b05-ea46-43e3-a0d2-717139532b09|Device Size Text, specify|""|""|Volume: 540 cc
538e3e10-e931-4ca1-b7ed-bee2445ba2b9|Device Size Text, specify|""|""|Volume: 575 cc
e21a6ff5-9100-482d-81cd-fc67f12389ad|Device Size Text, specify|""|""|Volume: 525 cc
b5a4651b-66fe-461c-89a9-b17012bdd072|Device Size Text, specify|""|""|Volume: 305 cc
3f869d3d-69ac-4534-b2fc-5d738e290d39|Device Size Text, specify|""|""|Volume: 215 cc
6376d285-77eb-4f6d-aa88-5d43c4fc2a16|Device Size Text, specify|""|""|Volume: 350 cc
6da539cd-a9f3-484f-b5f9-d81403ef3e93|Device Size Text, specify|""|""|Volume: 485 cc
6de39db0-12b8-4262-bb27-b5a2c0c1a23d|Device Size Text, specify|""|""|Volume: 365 cc
26613383-8e75-481a-a596-75936ad00f44|Device Size Text, specify|""|""|Volume: 320 cc
e03b7ff2-5551-4713-9099-6e0d7583c4f4|Device Size Text, specify|""|""|Volume: 470 cc
15f8a6b4-fa6b-4c98-8ec5-31588080e138|Device Size Text, specify|""|""|Volume: 390 cc
60732d17-ceb4-4aef-b6f4-a0603c5696ea|Device Size Text, specify|""|""|Volume: 300 cc
ab1c2df7-ad61-4f6a-b7be-72fbea71e3a9|Device Size Text, specify|""|""|Volume: 485 cc
e1b3ead2-ea14-4856-9b79-e85d04cd0727|Device Size Text, specify|""|""|Volume: 450 cc
513d0481-1dca-498c-bdae-93642960accd|Device Size Text, specify|""|""|Volume: 400 cc
eb77817b-38da-4cd0-a7af-93b56cad119f|Device Size Text, specify|""|""|Volume: 370 cc
2d0c5dff-4f16-427b-98d2-361227f76ada|Device Size Text, specify|""|""|Volume: 370 cc
e2920a65-ea24-402a-b3e3-d02134dcbc2b|Device Size Text, specify|""|""|Volume: 240 cc
5ec12754-8796-4d22-9519-ddc890742551|Device Size Text, specify|""|""|Volume: 180 cc
885a3163-5cea-4587-a0dd-10ea4af1b9cd|Device Size Text, specify|""|""|Volume: 625 cc
6a0cc6f8-6a7b-4fb9-b315-0016ed33f569|Device Size Text, specify|""|""|Volume: 575 cc
a6aed63f-239d-4902-9f89-5b8c0544ecba|Device Size Text, specify|""|""|Volume: 485 cc
3da04c16-5c6d-4c4c-8203-27a30cea5dfd|Device Size Text, specify|""|""|Volume: 435 cc
c9a75e81-97b9-4d31-96d0-a85ddbff0a7c|Device Size Text, specify|""|""|Volume: 565 cc
8ac1cab6-f9ad-42ab-925a-d2fdfd2ee0e9|Device Size Text, specify|""|""|Volume: 385 cc
f6574ad1-bdcb-485d-b8b0-748f2717f960|Device Size Text, specify|""|""|Volume: 300 cc
450099b0-dbf0-49b2-a198-e6372e0f5b64|Device Size Text, specify|""|""|Volume: 240 cc
8953a9f4-74ac-443f-8c63-87795169f6b2|Device Size Text, specify|""|""|Volume: 650 cc
3fa2a607-1b94-4b01-8af5-f78179a2715e|Device Size Text, specify|""|""|Volume: 600 cc
f8e7f681-eb47-40a6-94ac-0ea8aa065de5|Device Size Text, specify|""|""|Volume: 500 cc
0ef26b6c-e770-4bcc-8400-bca011defaa4|Device Size Text, specify|""|""|Volume: 370 cc
5b816033-5068-473c-9fc1-4ed57a95e98a|Device Size Text, specify|""|""|Volume: 280 cc
eccecbcd-bb18-4e2b-b8f3-e0a2b97c9da8|Device Size Text, specify|""|""|Volume: 625 cc
a25d431b-42d1-431d-9877-841de68eaa7e|Device Size Text, specify|""|""|Volume: 325 cc
ca69e305-eb36-4f48-8385-20aded3c0fba|Device Size Text, specify|""|""|Volume: 385 cc
e4cd67e2-c975-4d56-a52d-16b9c1ae9d8c|Device Size Text, specify|""|""|Volume: 350 cc
09a9c97c-66ef-4120-b7a5-a2a0e98eda7b|Device Size Text, specify|""|""|Volume: 700 cc
