PrimaryDI|deviceId|deviceIdType|deviceIdIssuingAgency|containsDINumber|pkgQuantity|pkgDiscontinuedate|pkgStatus
19956bfa-ea78-4657-a61b-b7d61f6e7542|10888628034174|Primary|GS1||||
a32fc08a-6887-442f-b399-db3ad7f16562|10888628034129|Primary|GS1||||
3e8a55f9-81cb-4e77-8e70-c00f0e1ea376|10888628034105|Primary|GS1||||
d0767869-0a58-4fb5-877c-2ea9bf04453a|10888628034099|Primary|GS1||||
e2e08679-2f8f-44d0-b4f4-4898b0e0f0f5|10888628034020|Primary|GS1||||
d885d2fa-4daa-42d4-809a-1d0ca722f403|10888628033894|Primary|GS1||||
2b0aca9d-aff2-4ae5-92fd-c96849315d99|10888628033825|Primary|GS1||||
3e8d5057-cdbb-48a5-92ab-b9ca83a84343|10888628033597|Primary|GS1||||
2abe1cbe-69ad-4828-a575-8675ffd36c19|10888628033573|Primary|GS1||||
af994840-d488-46f5-bb96-788f6e5ab85d|10888628033559|Primary|GS1||||
34e47771-5fbc-436d-9941-b069548d1393|10888628033474|Primary|GS1||||
7d27c861-dfa6-4aec-9e7c-0197bc0ac3fc|10888628033429|Primary|GS1||||
61c2412b-221d-4b55-8b30-6990013bf3ed|10888628033344|Primary|GS1||||
5b4dc128-1c55-4e0c-b0cb-c5e78476894e|10888628033337|Primary|GS1||||
cd305494-d6e3-49b6-9df8-7addacb4e302|10888628033290|Primary|GS1||||
2c7780b5-87cc-4e17-a639-ca8df06c4339|10888628033221|Primary|GS1||||
d85d11a3-71b3-43e6-b5d3-33bf2cd9d83a|10888628033184|Primary|GS1||||
44eb0ba7-62e8-49e1-ba00-33190911c638|10888628033153|Primary|GS1||||
a3058c83-7b91-408b-b5ed-fb1090922519|10888628033115|Primary|GS1||||
31eaba45-2ba7-4c0d-97fa-07860c003909|10888628033092|Primary|GS1||||
c5869268-0a11-4dcd-9a40-b4d82cba78c0|10888628033061|Primary|GS1||||
bb343720-f512-46ef-8304-bef4328b2bdb|10888628033047|Primary|GS1||||
b0837070-8b50-4530-adc0-3f72392aab8e|10888628033030|Primary|GS1||||
8c532d9e-6113-4e10-9e53-3e1e0ebb0d2f|10888628032996|Primary|GS1||||
0b6b8f93-96eb-4a0f-9340-ee3c596a6e5f|10888628032941|Primary|GS1||||
6e3cb846-9ed7-4c7a-a53d-e22199a5f1b0|10888628032927|Primary|GS1||||
ea852b63-4235-40e2-987c-a5d6d6da157d|10888628032873|Primary|GS1||||
6e8a18a0-7cd0-496d-8ab4-831f21bc8695|10888628032835|Primary|GS1||||
feea3bf8-9faa-40c9-a70b-a32bbd7168ff|10888628032712|Primary|GS1||||
13847020-fc4d-45da-8957-e20f1d867c8e|10888628032620|Primary|GS1||||
5b3ef6bc-7f87-4d74-8e5f-0cf36aee26bc|10888628032569|Primary|GS1||||
ee940592-d211-4485-ae32-637fb2e2179e|10888628031401|Primary|GS1||||
5084a65a-1676-4428-8e5a-f89b2ccca226|10888628031364|Primary|GS1||||
a8fc1218-1321-46ae-90fe-3ac286222797|10888628031326|Primary|GS1||||
ca3c93f8-d542-4228-b38e-123c7d15d2cc|10888628031296|Primary|GS1||||
e89ac184-9261-4471-8093-498b6b38610f|10888628031241|Primary|GS1||||
bddef839-f8f4-437c-a179-04609f13540d|10888628031081|Primary|GS1||||
f43632fb-63c0-4e59-aea5-01dcbbf879db|10888628031012|Primary|GS1||||
fd40d286-13ed-492b-9da9-47d07b2897b2|10888628030985|Primary|GS1||||
2d95fee8-4d51-4819-96fa-fba3530345c4|10888628030978|Primary|GS1||||
4e023f4b-1837-4180-b571-26bd0a736892|10888628030930|Primary|GS1||||
98c98048-15e4-4884-a951-5689fa5011d9|10888628030886|Primary|GS1||||
2aba4673-3992-4f5f-9161-4882ffcbe15b|10888628030879|Primary|GS1||||
25970e01-c0a6-44ca-a173-fec0d6237e10|10888628030763|Primary|GS1||||
9737e31b-2a02-4b3a-8b6d-b71858dda6c9|10888628030718|Primary|GS1||||
0b166e40-f231-4103-919c-8e5c5fc085ad|10888628030565|Primary|GS1||||
e5324a2f-cfe8-41ef-b9ac-3aaed5a94b27|10888628030497|Primary|GS1||||
787cb6b9-6510-49a9-aa2b-f47b8c42dfd4|10888628030435|Primary|GS1||||
4581be3b-f78a-433e-af5c-6fae643c73b0|10888628030428|Primary|GS1||||
0fcc9760-44d7-4ecf-b010-72d8ad5c9dad|10888628030404|Primary|GS1||||
923aa1e1-bbb6-4ac9-ab18-a5a2c17e66ef|10888628030299|Primary|GS1||||
1d631369-e8ef-4d7b-b000-94aa55028153|10888628030176|Primary|GS1||||
cd2296b6-8393-40fb-9c2e-c7627083beb9|10888628030138|Primary|GS1||||
24c6affe-bd23-4045-8d34-a55f2e716033|10888628030121|Primary|GS1||||
bb507ae4-fa9f-4ee0-a1e1-c710637bbbdd|10888628030107|Primary|GS1||||
5d60528b-0b0c-4c58-bd34-1fe6799919a8|10888628030022|Primary|GS1||||
2f0a1dd3-956f-47a1-90af-5634c6a5eb3f|10888628029972|Primary|GS1||||
3fce4300-cfeb-4a77-a2c1-30928a603055|00812790025732|Primary|GS1||||
edf0f5fe-79eb-4f4a-8339-82e6826fd345|00812790025725|Primary|GS1||||
1f07405a-59fa-44d7-9516-97694c8a5557|00812790025640|Primary|GS1||||
091aae14-ef69-4d98-bb48-f2a726d46b8e|00812790025626|Primary|GS1||||
fd7d1403-5391-42d5-8979-bd2d5b627b3b|00812790025428|Primary|GS1||||
c5f29993-9985-4ba4-87c5-6a3dfff035fc|00812790025404|Primary|GS1||||
4e04cb8f-9ff7-48e7-b253-b5e120b6f97d|00812790025305|Primary|GS1||||
03d0c98c-a29a-4160-947c-ace6ea958778|00812790024643|Primary|GS1||||
17409a7e-9191-443a-a7dc-18c23c00d8f3|00812790024629|Primary|GS1||||
66f978f7-bcd8-42fa-957d-5a787646f51d|00812790024544|Primary|GS1||||
37a181a8-605d-4129-a3a7-05c9e142ea1a|00812790024490|Primary|GS1||||
b32db173-0c63-4b79-a56a-56dd47d09b0e|00812790024438|Primary|GS1||||
01a71cc8-a720-4da9-af91-e9c352e0f09f|00812790024414|Primary|GS1||||
ec5c82e6-22fa-4f18-bdd9-da7301e08ca4|00812790024360|Primary|GS1||||
7ed3ed1c-8f63-4fae-82cf-e7d1203bb6f5|00812790024353|Primary|GS1||||
5dfdaaab-cee8-427f-899f-d8a258b7fba6|00812790024322|Primary|GS1||||
29d6f068-e312-4e5a-941e-00fdbc8fbed4|00812790024124|Primary|GS1||||
37f10589-b0ef-47f2-9a25-e5a58a619171|00812790024117|Primary|GS1||||
4b753441-84f6-46a4-969e-c210f6a75ab5|00812790023783|Primary|GS1||||
9ad55dc2-4318-46b3-9822-8efd6a83e055|00812790023530|Primary|GS1||||
a8abc0db-af59-444d-83e5-c136bce63205|00812790022038|Primary|GS1||||
235d5507-3d5e-47f0-9f37-8636e26abe2e|00812790022021|Primary|GS1||||
8fc7a47a-bdf8-4206-a87e-a707cacd50af|00812790021994|Primary|GS1||||
8cbd6df7-4be5-4ee0-82a3-ac8ad162e391|00812790021956|Primary|GS1||||
119299ac-629a-42cc-bc8a-6d7aae4dd4eb|00812790021949|Primary|GS1||||
f3c70653-8c12-4a92-90dd-9eb7978aa4b7|00812790021918|Primary|GS1||||
c3a5de85-b859-4011-86fc-5cdc213e7d5e|00812790021666|Primary|GS1||||
073aea74-35ab-4d67-a4d8-323ffe31dffe|00812790021529|Primary|GS1||||
d065eb02-889b-4309-9a1d-033d3a6d221b|00812790021468|Primary|GS1||||
29986d67-9d62-44de-a1f4-bbadf7c03114|00812790021451|Primary|GS1||||
b4bc4be2-df12-4698-be05-880516546517|00812790021383|Primary|GS1||||
5c3e5c31-d165-4b94-be0e-ac2a241a5a2c|00812790021345|Primary|GS1||||
edd98e77-1ea8-4d6f-9349-d9c12fb88f85|00812790021314|Primary|GS1||||
5b1cdf8a-cbf0-47d9-aff2-6e9f76152c35|00812790021178|Primary|GS1||||
8880689c-c8f2-4b31-ab82-bde04dad53b5|00812790021154|Primary|GS1||||
2be7626d-5db7-4f25-88cd-b744ccf8441d|00812790021062|Primary|GS1||||
6ca19002-e7ba-4690-96ec-462b7951ff15|00812790021048|Primary|GS1||||
30240ebd-a844-4a75-9dcf-1394aa0c0371|00812790021000|Primary|GS1||||
558047cd-5600-4ffa-875b-c47c4b03fcd0|00812790020997|Primary|GS1||||
6fdd8f43-6d20-4fd6-bfde-04982fac462a|00812790020973|Primary|GS1||||
2df72e45-8f21-4c44-9d04-f7b001d6259c|00812790020966|Primary|GS1||||
bd359935-7f9d-4a69-8575-43c343f67c6b|00812790020799|Primary|GS1||||
e5305397-6319-4322-9423-f17c1d46fa6d|00812790020737|Primary|GS1||||
844f2195-eed1-4e5e-843e-4e51dd2a6d86|00812790020683|Primary|GS1||||
f3a7d604-cc0e-45b3-a597-71261acf5325|00812790020676|Primary|GS1||||
8454dafc-fe09-4d1d-bdce-6103807795fa|00812790020638|Primary|GS1||||
05c24cf3-4d21-485d-bfdb-24adc11eafe5|00812790020508|Primary|GS1||||
95694853-7bfd-41d7-860d-c5d55e2eb30f|00812790020461|Primary|GS1||||
1f0343f4-7129-44a2-b928-d137eaf8061d|00812790020393|Primary|GS1||||
20a0e39c-fad6-4332-9f0f-9b4e717d2992|00812790020386|Primary|GS1||||
975f1c3d-6e15-4359-ac93-20d08eb483e8|00812790020317|Primary|GS1||||
1c37d4e2-f09c-4007-bcd6-cafab321a0db|00812790020232|Primary|GS1||||
5e34f1f2-aa2f-4dd4-ac8a-1ee610b1f3eb|00812790020188|Primary|GS1||||
68fe7c6d-7159-4eec-b587-898d4095b345|00081317025764|Primary|GS1||||
38fcb3aa-d4b7-43df-b7a1-7747088349b9|00081317025696|Primary|GS1||||
7aaa2e1c-4392-4980-a8a8-c2086305a6da|00081317025689|Primary|GS1||||
b7a5c343-16d7-4197-88f7-c29b29731026|00081317025672|Primary|GS1||||
af2b6e20-ba53-49b2-9822-cce59dd9b4b5|00081317025597|Primary|GS1||||
320a2591-86a6-4fb9-9a4b-172cd162e3e8|00081317025573|Primary|GS1||||
e461de79-d1c4-4ca3-8444-f1a27177cc9b|00081317025535|Primary|GS1||||
8cb2c158-95bd-4a93-a47b-8404f37ca6d4|00081317025443|Primary|GS1||||
cc56654b-e885-4cb7-ae75-1bd9ef25ec6d|00081317025436|Primary|GS1||||
fceb0932-68e4-4825-a5c1-d63bbc153f91|00081317025375|Primary|GS1||||
a22ab842-9811-4ead-95b3-36334c8d0204|00081317025320|Primary|GS1||||
d0490b87-7e2b-4fc7-842a-86e8c173b4ed|00081317025313|Primary|GS1||||
fa6bd21d-e7d4-44ec-af12-6d19e64b625d|00081317025207|Primary|GS1||||
1db87733-815c-4f82-a84a-827ea33f3248|00081317025184|Primary|GS1||||
75811699-1f5b-43e1-951d-a265f78a25c3|00081317025153|Primary|GS1||||
d10df930-bb15-48a5-8ca3-0149f8bb486e|00081317025122|Primary|GS1||||
d9315816-9318-4ccd-80b1-3d7e8c40ac79|00081317025016|Primary|GS1||||
fc77922c-8889-44ae-9dfc-c0ce5a92ea41|00081317024224|Primary|GS1||||
7c3607bb-0638-4ce9-b429-dd4f30fffc0a|00081317024200|Primary|GS1||||
7ddbc2b8-3ba2-4126-8187-7ecaa2244f6e|00081317004523|Primary|GS1||||
bc5b1478-0d3c-419b-909b-5aaf69fa9deb|00081317004448|Primary|GS1||||
bf73f506-dc90-4572-af96-84a1e8ea39fd|00081317004271|Primary|GS1||||
06bc1f76-e4a0-48d8-80d0-1a476cbe73e4|00081317004202|Primary|GS1||||
a76b47f9-b0bf-432d-8610-613b5e44cc10|00081317004141|Primary|GS1||||
e211517d-c8ed-44d0-b677-d9c27bf9bc8e|00081317004134|Primary|GS1||||
f7e5945c-3ea5-4e68-9b95-6c989c984bdc|00081317004127|Primary|GS1||||
f4f9b561-f153-41c8-9c47-a4860404f216|00081317004103|Primary|GS1||||
2b3aa05b-cf46-4cd1-aad3-735b22b57176|00081317004080|Primary|GS1||||
f45cf8b0-3468-4033-a182-fa85ede1cc48|00081317003915|Primary|GS1||||
003a829f-118b-4305-91d5-9eb648d2a037|00081317001164|Primary|GS1||||
f06f2392-c997-42d0-87c6-cb6bc1f73382|00081317000990|Primary|GS1||||
a49a6569-ffe8-4fe5-b1fc-d0522f1056a5|00081317000945|Primary|GS1||||
f261a2c6-45d3-41b4-94aa-ab5bd4d37cf8|00081317000846|Primary|GS1||||
92ff7727-cee5-4db3-94e7-17078cc3c025|00081317000815|Primary|GS1||||
adbbe703-85cc-45cf-81f6-a3cd279f22b5|00081317000808|Primary|GS1||||
87bb4e18-34d3-45cd-baf8-42c8ecc193f0|00081317000785|Primary|GS1||||
67d45d3b-bd7e-4ee3-b297-fd5752aece0f|00081317000662|Primary|GS1||||
6c38dcb0-9f29-4d45-aad0-bb96d82fc59e|00081317000631|Primary|GS1||||
79bdeb3a-681e-49b2-8c6c-7314e82e7e94|00081317000617|Primary|GS1||||
74236707-b847-404b-9000-bd4764753fd1|00081317000600|Primary|GS1||||
b5fd7960-eb9b-4b31-aecb-69f4071b4c65|00081317000532|Primary|GS1||||
6e22f6d1-0695-4a43-a72a-37433d6c0b44|00081317000525|Primary|GS1||||
fa703164-335e-4015-a410-0b7b479a1326|00081317000365|Primary|GS1||||
a2bbaf39-ff12-4876-b8f3-b359ae4ffaf1|00081317000334|Primary|GS1||||
b2dc8ca9-aa79-41ce-a19d-422654334a9e|00081317000327|Primary|GS1||||
5b59991b-e5cd-44ac-b65b-6c4bd65b1169|00081317000310|Primary|GS1||||
fd432740-a901-4c10-9531-413ca4f22c44|00081317000167|Primary|GS1||||
951856e5-87f6-429d-9382-3464f0ee2a2f|00081317000150|Primary|GS1||||
6342aa42-5eb6-4e1e-9df9-3030bd0120a5|00081317000136|Primary|GS1||||
d0cb2313-776e-442a-99cf-48b671b66ff1|00081317000112|Primary|GS1||||
b3d7cb91-72fc-4a77-9ccf-9283259ce91b|00081317000099|Primary|GS1||||
687a7504-a7df-4ad0-96e1-86c918db4ef8|00081317000044|Primary|GS1||||
865589bb-2169-426c-9718-8ca1a81f2fce|00081317007210|Primary|GS1||||
01de07b0-ef18-4b0f-8fb8-5b1007386c56|00081317007180|Primary|GS1||||
908d453f-8f78-43b0-b50a-794e14dd9d97|00081317007111|Primary|GS1||||
93149e2c-7f63-4852-b07f-6e84bbd9fd0d|00081317007104|Primary|GS1||||
de52e363-0b2c-4a6c-9b61-e4845f64f152|00081317007081|Primary|GS1||||
fb8903e6-e121-4eb4-a768-e47f7d2db244|00081317007043|Primary|GS1||||
92d30470-432a-4163-901f-221a6a9280e1|00081317007029|Primary|GS1||||
378080ac-b574-4eac-ab9e-a9f7fb67bf3c|00081317006947|Primary|GS1||||
2f991e75-30ef-4df1-bede-d7bbb6ddfcbc|00081317006923|Primary|GS1||||
44aa0950-33f3-42d4-9ac9-5c5ab2cf8127|00081317006855|Primary|GS1||||
781c804f-3b79-4fc0-95f9-0f4aed808965|00081317006848|Primary|GS1||||
40cad45e-d72f-42f6-997d-c83b88040e40|00081317005490|Primary|GS1||||
9a94cdbf-92e1-43ef-9026-0800e98a54c7|00081317005414|Primary|GS1||||
4909ef75-f5ad-4b95-bef0-45fc7867e3ad|00081317005384|Primary|GS1||||
4ec71c60-f818-4a30-98c2-b31c43edee34|00081317005230|Primary|GS1||||
90958238-45dd-4f8a-91dc-b2d8f08c1fca|00081317005216|Primary|GS1||||
8a406a4c-524a-4131-9b4c-c2584441ff91|00081317005209|Primary|GS1||||
b6345b95-9e85-4410-8cbc-8bb3beac1267|00081317005179|Primary|GS1||||
3d09d85e-cc2a-4b8a-a507-e63d5cb649a8|00081317005131|Primary|GS1||||
62da47ec-8725-4334-80cf-c3cb2ac62438|00081317005087|Primary|GS1||||
61c37fc3-9c33-4210-9585-dbbe7249ffe8|00081317005032|Primary|GS1||||
cfe0350c-c0e3-430a-bd36-e5ec8628029d|00081317005018|Primary|GS1||||
a6116af7-5015-4776-8f40-ff7f61196681|00081317005001|Primary|GS1||||
6d67b0a8-f409-4bb3-a07e-820dd0dc7bb2|00081317004967|Primary|GS1||||
05daaf7c-0642-4069-af64-892802f6e6fd|00081317004912|Primary|GS1||||
afd0c530-f837-4098-9700-77d96b4b061f|10888628029798|Primary|GS1||||
6f5f11c5-cb6a-426f-b32a-2cf3bdab072a|10888628029781|Primary|GS1||||
dc7acd9b-249a-456e-b14c-6e77a04f51c7|10888628029774|Primary|GS1||||
838a0f03-f67d-4034-94ed-2ab7e76285e5|10888628029668|Primary|GS1||||
7bc8ed1f-c0db-442e-996c-cde543e9aef4|10888628029644|Primary|GS1||||
5aaf2605-bae1-4062-8a66-d5f32dd36d60|10888628029613|Primary|GS1||||
215f32e2-3684-4bf1-aec8-56d1124b0e20|10888628029606|Primary|GS1||||
10f51203-f10b-4e28-90d5-f5ea464e2e1e|10888628029545|Primary|GS1||||
ae2f1080-4fb9-423b-961a-a429d042ca34|10888628029521|Primary|GS1||||
64a37394-c970-4510-8325-05b1f9e2e766|10888628029477|Primary|GS1||||
5a13bdbe-5cc5-4fca-93d5-de323eb4d903|10888628008618|Primary|GS1||||
e4acfa8b-b7c8-41d7-a37f-d023cca455fc|10888628008595|Primary|GS1||||
0beab8bf-3536-4a2a-b997-a495894cdc26|10888628008588|Primary|GS1||||
7b68332d-46a2-4618-a5a0-097cec7f3417|10888628008540|Primary|GS1||||
f4e3cfe9-2d5f-486d-bba7-55dd27b958b3|10888628008380|Primary|GS1||||
55cad2cf-e4a0-45f6-8586-51a76152e70c|10888628008366|Primary|GS1||||
5b7da9bd-12ad-4b52-8cc7-c44df088f38f|10888628008298|Primary|GS1||||
65757b70-5dee-4a7a-a969-fe3efa68a5f3|10888628008274|Primary|GS1||||
a5836a87-ffea-4169-a1d6-be95987fa861|10888628008205|Primary|GS1||||
d20176af-7ce3-4e67-a08f-5d6f6e627e91|10888628008182|Primary|GS1||||
f99b6f95-614b-4d1f-a710-aa891cff07a9|10888628008106|Primary|GS1||||
8e3845b8-0d41-4863-bdd2-5a88dce878a7|10888628007963|Primary|GS1||||
abcb7f53-4679-47b5-a773-7a4a4dc76332|10888628007949|Primary|GS1||||
abcd4a70-373d-4740-9d87-04aec703d0a2|10888628007932|Primary|GS1||||
0c0b0a69-22cf-439d-83f7-d92dff833814|10888628007925|Primary|GS1||||
cc99147b-a2fd-4ce4-b261-e1f89712cd0a|10888628007864|Primary|GS1||||
da94e980-08d3-4710-8d51-87c8e53c241f|10888628007819|Primary|GS1||||
7714a462-2358-44b2-9ef1-d417eefcf959|10888628007789|Primary|GS1||||
4123e2b3-2747-4619-92fd-aef893c30f95|10888628007741|Primary|GS1||||
53fdfe7d-c054-445e-a302-024ac8d94b04|10888628007666|Primary|GS1||||
f5977d41-33d1-4a7f-a103-2bf0ef1933fb|10888628007574|Primary|GS1||||
174ce941-00d8-49c6-9213-94e4dc2bda1f|10888628007567|Primary|GS1||||
0e82b29c-d0e0-48b5-a967-3c7293bb9e06|10888628007543|Primary|GS1||||
fec45b75-c607-4d2d-ab7b-8ab534cfebce|10888628007482|Primary|GS1||||
5ee2ffe8-15af-4f45-975e-c34c2696d662|10888628007413|Primary|GS1||||
272190ac-87bd-4a29-b986-0889a339ec64|10888628007406|Primary|GS1||||
760909b8-d4bc-4319-b46c-8ed4818c4338|10888628007390|Primary|GS1||||
0a1268dd-7c96-406a-8227-bba94fc34b87|10888628007284|Primary|GS1||||
3ee7ef14-d468-4009-8a84-64e440df5137|10888628007253|Primary|GS1||||
097bc742-637f-40a5-aecc-0182f1e7331a|10888628007222|Primary|GS1||||
0344343c-6e3b-46aa-989b-342e475e1dea|10888628007185|Primary|GS1||||
515c599a-b4e2-4c3c-9805-084278a74f13|10888628007048|Primary|GS1||||
3cf8778a-441f-4739-baf5-4a45efb5c9ba|10888628007024|Primary|GS1||||
eba0b0d7-02dc-48b4-a5d0-3a9b9c386a9a|10888628006867|Primary|GS1||||
c15c707c-33ea-4974-b640-466e2eb37c7d|10888628006768|Primary|GS1||||
14ae59a7-3eb4-4de0-8ec4-1498e7bf9a7f|10888628006737|Primary|GS1||||
78c57bac-542c-490d-807d-b7b3760593e1|10888628003774|Primary|GS1||||
5af641a1-476f-4985-b9d6-122437ee1640|10888628003736|Primary|GS1||||
a0d08776-1128-408a-8317-7d12bf56e75c|10888628003668|Primary|GS1||||
1aadea70-4df2-439b-92a3-ba9fb8300cbd|10888628003644|Primary|GS1||||
b4ee069c-c1c3-4852-90f7-28bf870ba70b|10888628003620|Primary|GS1||||
9bda09a1-9843-42a5-8ba3-94a860622c40|10888628003590|Primary|GS1||||
4073f899-187e-45dc-8811-771eeaf1db14|10888628003569|Primary|GS1||||
bf5420b2-a5b8-470d-aefc-06a2c0b0b375|10888628003460|Primary|GS1||||
da9ea88d-d4f4-4e46-8d2c-484e4e2fe9dc|10888628003439|Primary|GS1||||
cce3d57e-a680-45bb-8323-f10e6e1fae33|10888628003422|Primary|GS1||||
842b93a1-faa4-49cf-9fbd-044e5776b7ec|10888628003408|Primary|GS1||||
13f39073-c902-4fb6-bd31-3551e2c01a4f|10888628003323|Primary|GS1||||
b12d8fa4-0e5c-4b24-92a3-db48f8d45a24|10888628003149|Primary|GS1||||
451f4c8c-c354-4653-be12-efd1d699da95|10888628003101|Primary|GS1||||
7b10610c-a7aa-46c4-a44b-3ca7e16fc696|10888628002876|Primary|GS1||||
e27eb42d-ee84-4c47-9e5d-d203f95acff9|10888628002845|Primary|GS1||||
f9c0b07c-6aa1-4939-aab5-3c57c10dcd90|10888628002784|Primary|GS1||||
2815fe98-422a-45f9-beb7-66a0b5e6e866|10888628002708|Primary|GS1||||
f72beca4-443c-4335-b3ff-2d6c1f054c73|10888628002692|Primary|GS1||||
844b6b8c-6122-4627-b028-d9578c981cd7|10888628002661|Primary|GS1||||
1cd40492-ddba-47fd-8d59-4a1556d2f77f|10888628002654|Primary|GS1||||
44e0fe19-1a8b-40e3-8a92-865911b74358|10888628002593|Primary|GS1||||
81e3684c-9317-40cf-b3bd-2bd5a34e3b61|10888628002524|Primary|GS1||||
ada8677f-ccee-49c2-b121-dd23d845312e|10888628002470|Primary|GS1||||
eaf57737-5090-4a3d-8dcf-2aaf91109750|10888628002463|Primary|GS1||||
7057c92b-03c8-4635-8c32-1b75365520ce|10888628002418|Primary|GS1||||
c6205d3f-82a9-4a3d-9fc3-457bad280807|10888628002395|Primary|GS1||||
24ebdfac-a673-46a2-8d96-b919bb38f873|10888628002265|Primary|GS1||||
36f93cee-f28c-45c1-ade4-e9c4d97eb179|10888628002210|Primary|GS1||||
624ba12f-941e-4367-8b0f-b60e3ff41186|10888628002203|Primary|GS1||||
b0ae0148-9c28-4fbe-8188-c5b62e1fa399|10888628002197|Primary|GS1||||
d0ca3dfe-cdcd-41d2-96cb-f43f099e0a91|10888628002159|Primary|GS1||||
d579f8cc-4303-4bf8-bb10-3c0819a548bb|10888628002029|Primary|GS1||||
90e11a98-0cdb-4944-baea-295cf7c515ec|10888628002005|Primary|GS1||||
39de2e55-cbee-46df-9abf-b7852689f8f1|10888628001916|Primary|GS1||||
4347b5dd-5937-4aac-9029-118d39c53c6e|10888628001893|Primary|GS1||||
ec6683fe-b0d3-4ea8-aaae-1afcbca73991|10888628001886|Primary|GS1||||
5baa3526-d74d-43b2-baca-cbbfb5eb508c|10888628001862|Primary|GS1||||
af78a1d3-0245-46d7-8838-2e5e7499234d|10888628001855|Primary|GS1||||
c2aacf0b-0ba2-45aa-a8ce-49e43b362b25|10888628001848|Primary|GS1||||
41f3a122-90ba-4b34-97ed-045203558da4|10888628001763|Primary|GS1||||
5bc9f43d-fa99-401d-be55-528f1a2422ae|10888628001688|Primary|GS1||||
cf6f935b-6812-4942-857b-58c1d7c0f20c|10888628001657|Primary|GS1||||
59caa896-d669-45ac-91a4-d21bd4cc05e3|10888628001640|Primary|GS1||||
a7a66de2-2219-4ca4-9f4a-1f8e8da6d094|10888628001534|Primary|GS1||||
af49359e-9962-4f4d-8a4b-38c2ea2c403e|10888628001527|Primary|GS1||||
8ebd0fe4-9419-4c35-a3ca-11956fe7a0fe|10888628001503|Primary|GS1||||
66971504-1d14-4226-9fe6-de3d49c7bfdf|10888628001480|Primary|GS1||||
85fc6877-0cf1-4b01-9946-265cd4e1c3c1|10888628001466|Primary|GS1||||
8bc52e75-8ea1-400a-b633-6130ad3a287c|10888628001442|Primary|GS1||||
2deb2eb5-42fc-4d28-96d9-eb36e712f100|10888628001411|Primary|GS1||||
075a8aa5-dda1-4423-8ef4-24d37ddb5b79|10888628001381|Primary|GS1||||
9cf1d617-03bd-4cd3-a20e-5242ab50c402|10888628001329|Primary|GS1||||
e410957d-6273-4838-9003-fdabc4b50116|10888628001237|Primary|GS1||||
421147ad-9612-4103-8358-0b77e74f8dc9|10888628001220|Primary|GS1||||
babf4da5-bdcc-45e8-9e69-e9b6a2af11e8|10888628034457|Primary|GS1||||
647beb02-0697-45b7-8a9c-3d2c020d5199|10888628034426|Primary|GS1||||
5e6d5513-f88c-4364-bd1d-7407a9360aec|10888628034266|Primary|GS1||||
dd7a0719-3730-4efa-8aae-8d9b45647167|10888628034259|Primary|GS1||||
541555f7-d4c1-4955-a47a-594bbb09b3e3|10888628034228|Primary|GS1||||
191e5772-bd09-4ba6-9b31-7e2cf9415d91|10888628034204|Primary|GS1||||
8a1e56a9-3d11-4e4f-8dcc-30e5e83ca6f1|10888628034150|Primary|GS1||||
8cb3e1c0-b422-47e8-8775-695dde944d7a|10888628034143|Primary|GS1||||
332a6d14-cedd-4581-922f-88feedac483b|10888628034112|Primary|GS1||||
9d775532-2964-440b-99c7-609ead522e87|10888628034013|Primary|GS1||||
460b85ec-82a1-4360-abc0-84c55fef55a7|10888628033979|Primary|GS1||||
88d9e7b1-e4a7-4555-9840-919aa9a37cfd|10888628033931|Primary|GS1||||
7abab9df-d51b-4c58-934c-50e2bb4d714a|10888628033900|Primary|GS1||||
413e263f-0fb3-444f-a819-45289941376c|10888628033887|Primary|GS1||||
9d6b2478-2fba-4255-b96d-a79a391323a2|10888628033757|Primary|GS1||||
fdbff470-f646-4104-bc36-2891b2ba5be8|10888628033719|Primary|GS1||||
3bfe12b6-6690-4e0d-8303-34092b58b68b|10888628033658|Primary|GS1||||
09bd92ba-c3bd-49df-8ce6-813f1c599ced|10888628033603|Primary|GS1||||
ee3b2ca4-9c11-452d-8641-2f85708260cd|10888628033511|Primary|GS1||||
e4abca2a-52fe-4b6a-80a0-fac15b0a1fc5|10888628033412|Primary|GS1||||
847af88a-c449-4143-86e3-27a8c2db082b|10888628033399|Primary|GS1||||
0bb6c64a-2d54-4917-abf4-67ce50797181|10888628033375|Primary|GS1||||
03ba7ba2-6a51-4166-897f-49c0e7c50909|10888628033351|Primary|GS1||||
ad3a4702-23cf-47ba-868b-18614a22bcce|10888628033313|Primary|GS1||||
423e5547-4248-4211-b773-47f351c939d3|10888628033283|Primary|GS1||||
460f438f-798c-45f8-b785-7d9a6442ba12|10888628033238|Primary|GS1||||
c7e73fa8-3b35-497a-85bb-43d583f34ce6|10888628033122|Primary|GS1||||
069f24be-2abf-46ca-8e94-affacb2b5114|10888628033108|Primary|GS1||||
ed53b3fe-498c-4094-920f-f374850a5ebf|10888628033023|Primary|GS1||||
63755a6b-8e16-41f5-9a1f-44c6ad2dafe6|10888628032842|Primary|GS1||||
c7a271c9-74c4-44e6-86dc-c5a8b6fffa52|10888628032781|Primary|GS1||||
1fafba4c-a92f-4c0c-896d-a574c58c7dce|10888628032644|Primary|GS1||||
164d3632-62d2-43c9-93a0-118d1e08b8cb|10888628032637|Primary|GS1||||
3946e349-79d3-4a6f-abb8-50458c3a6f46|10888628032583|Primary|GS1||||
